Student_ID,Name,Gender,Class,Math,Science,English,Computer,Social_Studies
2919,Student_1919,Male,12A,57,67,44,46,100
2920,Student_1920,Male,11A,61,39,69,50,42
2921,Student_1921,Male,12B,53,58,97,69,93
2922,Student_1922,Male,10B,75,97,70,78,84
2923,Student_1923,Female,10A,60,60,83,44,70
2924,Student_1924,Male,10B,62,67,80,37,42
2925,Student_1925,Female,12A,98,52,61,65,51
2926,Student_1926,Male,10A,85,52,65,86,93
2927,Student_1927,Male,10B,82,72,68,99,42
2928,Student_1928,Male,10B,44,67,93,39,77
2929,Student_1929,Female,11B,73,61,88,39,97
2930,Student_1930,Male,12A,53,83,100,100,46
2931,Student_1931,Female,12B,98,84,64,49,90
2932,Student_1932,Female,11B,53,49,57,99,83
2933,Student_1933,Male,10A,96,86,43,55,86
2934,Student_1934,Male,12B,47,53,89,45,45
2935,Student_1935,Male,11B,59,59,35,76,61
2936,Student_1936,Female,12A,76,59,90,100,96
2937,Student_1937,Male,11A,73,67,73,95,43
2938,Student_1938,Female,11A,64,94,52,94,70
2939,Student_1939,Female,10A,39,71,76,48,80
2940,Student_1940,Male,11A,52,77,99,39,63
2941,Student_1941,Male,11B,55,43,67,65,75
2942,Student_1942,Female,10A,84,48,64,82,62
2943,Student_1943,Female,12B,40,37,39,66,98
2944,Student_1944,Female,12A,84,90,84,91,58
2945,Student_1945,Male,10A,100,60,99,68,50
2946,Student_1946,Female,12B,35,87,44,61,56
2947,Student_1947,Male,10A,91,75,94,39,81
2948,Student_1948,Female,10B,64,55,61,51,51
2949,Student_1949,Female,10B,92,73,62,90,35
2950,Student_1950,Male,10A,86,57,79,72,65
2951,Student_1951,Female,11A,71,92,86,88,46
2952,Student_1952,Male,10B,82,63,100,82,54
2953,Student_1953,Male,12A,35,96,96,83,53
2954,Student_1954,Female,12B,53,87,94,75,39
2955,Student_1955,Male,11B,80,79,74,56,49
2956,Student_1956,Male,10B,36,61,49,91,59
2957,Student_1957,Female,10A,90,68,41,100,69
2958,Student_1958,Male,11A,51,48,73,53,89
2959,Student_1959,Male,11B,56,75,85,36,97
2960,Student_1960,Male,12B,61,94,41,67,81
2961,Student_1961,Female,12B,89,76,46,93,98
2962,Student_1962,Male,10B,66,85,48,40,56
2963,Student_1963,Female,12B,94,45,68,45,36
2964,Student_1964,Female,12B,62,69,73,61,59
2965,Student_1965,Male,11A,62,53,98,79,95
2966,Student_1966,Male,11A,59,99,46,65,39
2967,Student_1967,Male,11A,60,95,68,97,62
2968,Student_1968,Female,10A,51,81,61,78,100
2969,Student_1969,Male,12B,41,48,56,75,49
2970,Student_1970,Male,12B,90,86,52,81,89
2971,Student_1971,Male,12B,98,66,80,36,72
2972,Student_1972,Male,12A,54,44,78,49,57
2973,Student_1973,Male,11A,72,51,52,54,48
2974,Student_1974,Female,11B,92,74,71,37,66
2975,Student_1975,Female,10B,50,97,41,73,78
2976,Student_1976,Male,11B,85,49,94,44,92
2977,Student_1977,Male,10A,61,73,82,74,38
2978,Student_1978,Male,10A,85,91,85,47,96
2979,Student_1979,Male,12B,50,44,86,78,94
2980,Student_1980,Female,11B,94,51,86,66,93
2981,Student_1981,Male,12B,74,51,88,64,63
2982,Student_1982,Female,12A,36,50,75,35,53
2983,Student_1983,Female,10A,82,37,76,87,51
2984,Student_1984,Male,10A,86,85,56,78,38
2985,Student_1985,Female,11B,58,80,73,69,78
2986,Student_1986,Female,10A,36,89,57,74,38
2987,Student_1987,Female,12A,99,60,82,79,93
2988,Student_1988,Female,12A,54,65,67,94,46
2989,Student_1989,Male,12A,68,53,75,97,81
2990,Student_1990,Male,10B,75,49,64,44,41
2991,Student_1991,Female,12A,75,92,81,81,46
2992,Student_1992,Male,12A,57,64,91,58,88
2993,Student_1993,Male,10B,72,82,91,91,92
2994,Student_1994,Male,12B,78,90,96,52,97
2995,Student_1995,Male,11A,96,76,91,91,49
2996,Student_1996,Male,10A,46,58,59,80,71
2997,Student_1997,Female,12A,64,86,74,77,90
2998,Student_1998,Male,10A,99,77,51,50,65
2999,Student_1999,Male,11B,75,68,82,48,49
3000,Student_2000,Male,10A,54,94,73,43,36
3001,Student_2001,Male,12B,40,37,49,95,47
3002,Student_2002,Female,10B,38,45,51,45,39
3003,Student_2003,Female,10A,44,47,69,53,82
3004,Student_2004,Female,10A,85,84,67,98,67
3005,Student_2005,Female,10A,72,53,52,72,66
3006,Student_2006,Male,11A,35,78,64,44,87
3007,Student_2007,Female,11A,42,67,71,50,55
3008,Student_2008,Male,11B,97,72,41,76,100
3009,Student_2009,Male,10B,67,37,62,78,95
3010,Student_2010,Male,10A,49,99,52,87,88
3011,Student_2011,Male,10A,65,69,81,69,75
3012,Student_2012,Male,10A,55,70,57,70,72
3013,Student_2013,Female,10A,37,72,54,56,67
3014,Student_2014,Female,11A,100,73,65,58,42
3015,Student_2015,Female,12B,69,59,48,46,70
3016,Student_2016,Female,12B,75,98,57,69,67
3017,Student_2017,Male,11B,93,47,36,84,63
3018,Student_2018,Female,12A,50,35,63,74,91
3019,Student_2019,Male,10B,90,88,84,56,95
3020,Student_2020,Female,12B,79,43,93,81,89
3021,Student_2021,Male,10A,93,70,67,100,86
3022,Student_2022,Male,12B,84,71,82,44,77
3023,Student_2023,Female,11B,46,93,78,77,60
3024,Student_2024,Male,12A,46,55,46,59,36
3025,Student_2025,Male,12B,67,54,76,81,89
3026,Student_2026,Female,11B,83,35,69,41,52
3027,Student_2027,Male,11A,55,93,75,62,84
3028,Student_2028,Female,12A,94,62,89,79,79
3029,Student_2029,Female,11B,86,90,47,46,49
3030,Student_2030,Female,12B,88,43,73,45,41
3031,Student_2031,Male,11A,73,99,100,37,61
3032,Student_2032,Male,11B,83,70,69,95,74
3033,Student_2033,Male,11B,98,68,67,100,51
3034,Student_2034,Female,12B,60,66,70,90,66
3035,Student_2035,Male,12A,41,100,47,60,50
3036,Student_2036,Female,11A,96,59,90,68,97
3037,Student_2037,Female,10A,58,85,80,89,94
3038,Student_2038,Male,10B,74,97,80,50,86
3039,Student_2039,Female,12A,81,79,78,73,83
3040,Student_2040,Male,11A,42,60,80,40,83
3041,Student_2041,Male,11B,88,55,65,86,60
3042,Student_2042,Male,11A,43,85,58,59,85
3043,Student_2043,Male,10B,37,58,66,90,77
3044,Student_2044,Male,12B,88,46,50,53,43
3045,Student_2045,Female,10B,55,45,91,61,78
3046,Student_2046,Female,10A,82,61,58,39,98
3047,Student_2047,Female,10A,81,57,68,60,36
3048,Student_2048,Male,10B,97,67,86,64,70
3049,Student_2049,Male,12A,50,72,82,69,37
3050,Student_2050,Male,12A,39,89,87,87,88
3051,Student_2051,Female,11B,45,76,89,67,55
3052,Student_2052,Male,10A,63,63,72,62,43
3053,Student_2053,Female,11B,82,68,36,70,46
3054,Student_2054,Female,10A,49,91,87,83,71
3055,Student_2055,Male,10B,68,37,84,87,71
3056,Student_2056,Male,12A,94,40,63,36,90
3057,Student_2057,Female,12A,96,82,89,98,97
3058,Student_2058,Male,10B,36,98,95,55,60
3059,Student_2059,Female,11B,53,47,84,69,80
3060,Student_2060,Male,11B,83,70,50,80,87
3061,Student_2061,Male,11A,62,67,78,82,94
3062,Student_2062,Female,10A,82,91,50,56,66
3063,Student_2063,Male,11B,71,89,62,40,96
3064,Student_2064,Female,10B,83,47,91,67,81
3065,Student_2065,Male,11B,82,85,60,73,95
3066,Student_2066,Female,12A,63,87,45,77,38
3067,Student_2067,Female,10A,94,70,35,59,36
3068,Student_2068,Male,12B,63,39,77,52,57
3069,Student_2069,Female,11A,92,59,80,75,89
3070,Student_2070,Male,10A,82,71,70,69,75
3071,Student_2071,Male,12A,57,53,100,58,71
3072,Student_2072,Male,12A,61,69,91,89,45
3073,Student_2073,Female,12A,41,68,40,74,70
3074,Student_2074,Female,12A,83,88,96,63,49
3075,Student_2075,Male,10B,88,80,61,44,64
3076,Student_2076,Male,11A,76,40,60,44,91
3077,Student_2077,Female,12B,93,35,47,98,96
3078,Student_2078,Male,12A,78,68,52,63,67
3079,Student_2079,Male,12A,60,90,72,52,99
3080,Student_2080,Female,11B,57,60,40,36,35
3081,Student_2081,Male,11A,42,76,62,59,37
3082,Student_2082,Female,10A,87,72,39,85,43
3083,Student_2083,Male,11A,48,60,93,56,66
3084,Student_2084,Female,11A,41,93,79,43,79
3085,Student_2085,Male,12B,43,58,87,38,91
3086,Student_2086,Male,11A,37,55,36,55,55
3087,Student_2087,Female,12B,51,94,83,64,57
3088,Student_2088,Male,12A,78,54,97,67,60
3089,Student_2089,Female,12A,80,40,92,77,64
3090,Student_2090,Male,10B,92,44,38,36,58
3091,Student_2091,Female,12B,62,46,64,65,98
3092,Student_2092,Female,12B,48,56,91,38,69
3093,Student_2093,Female,10A,43,96,81,81,56
3094,Student_2094,Female,11B,60,95,52,79,73
3095,Student_2095,Male,11A,36,51,78,99,89
3096,Student_2096,Male,10A,68,44,86,100,41
3097,Student_2097,Female,12B,53,46,83,40,96
3098,Student_2098,Female,10A,73,74,64,41,73
3099,Student_2099,Female,10B,47,57,86,85,54
3100,Student_2100,Male,11B,39,74,71,52,90
3101,Student_2101,Male,12B,84,84,97,75,100
3102,Student_2102,Male,12B,57,44,46,59,49
3103,Student_2103,Male,11A,63,38,51,90,55
3104,Student_2104,Female,11B,60,35,68,35,68
3105,Student_2105,Female,10B,91,77,62,89,69
3106,Student_2106,Female,12A,35,39,38,37,39
3107,Student_2107,Male,10A,62,68,80,88,90
3108,Student_2108,Male,11A,96,100,48,66,41
3109,Student_2109,Male,12B,81,58,47,36,87
3110,Student_2110,Female,12A,93,48,92,99,78
3111,Student_2111,Female,10B,65,75,83,42,92
3112,Student_2112,Male,11B,83,76,84,92,76
3113,Student_2113,Female,10A,39,47,55,87,52
3114,Student_2114,Male,11A,65,63,85,78,40
3115,Student_2115,Male,12B,71,99,72,62,38
3116,Student_2116,Female,12B,49,80,60,53,48
3117,Student_2117,Male,12A,86,68,40,90,75
3118,Student_2118,Female,12A,45,97,52,54,81
3119,Student_2119,Male,10A,77,38,40,90,87
3120,Student_2120,Female,11B,57,62,75,69,55
3121,Student_2121,Female,10B,74,35,91,53,47
3122,Student_2122,Female,11B,97,70,84,97,100
3123,Student_2123,Male,11B,36,47,59,41,49
3124,Student_2124,Male,11B,81,39,82,61,79
3125,Student_2125,Female,10A,64,48,58,73,99
3126,Student_2126,Female,10A,50,66,64,64,80
3127,Student_2127,Male,10B,93,84,79,57,37
3128,Student_2128,Male,11B,81,61,77,57,51
3129,Student_2129,Male,10A,64,69,90,81,51
3130,Student_2130,Female,10B,43,37,67,82,54
3131,Student_2131,Male,12B,99,38,79,97,38
3132,Student_2132,Male,10B,93,41,41,43,49
3133,Student_2133,Female,11B,98,37,52,57,91
3134,Student_2134,Male,11A,42,93,79,97,79
3135,Student_2135,Male,11B,86,35,71,81,61
3136,Student_2136,Male,11A,52,62,55,100,54
3137,Student_2137,Female,10B,92,93,78,71,40
3138,Student_2138,Female,12B,83,87,64,72,52
3139,Student_2139,Female,12B,66,44,45,35,83
3140,Student_2140,Female,10A,82,37,42,82,58
3141,Student_2141,Female,12B,79,41,39,69,45
3142,Student_2142,Female,12A,88,43,42,87,52
3143,Student_2143,Female,10B,80,47,39,59,69
3144,Student_2144,Male,10A,65,74,44,76,89
3145,Student_2145,Male,12B,71,96,49,57,62
3146,Student_2146,Female,10B,50,96,90,43,70
3147,Student_2147,Male,11B,80,44,89,61,58
3148,Student_2148,Male,12B,80,45,37,85,67
3149,Student_2149,Female,11A,95,96,75,91,71
3150,Student_2150,Male,10B,80,90,44,70,47
3151,Student_2151,Male,10A,85,83,41,68,50
3152,Student_2152,Male,11B,96,50,97,47,77
3153,Student_2153,Male,12A,69,43,97,89,84
3154,Student_2154,Male,11B,76,67,60,80,47
3155,Student_2155,Female,12B,79,69,68,86,69
3156,Student_2156,Female,11A,81,73,73,62,69
3157,Student_2157,Female,11B,64,59,94,64,58
3158,Student_2158,Male,12A,58,90,60,79,87
3159,Student_2159,Female,10A,100,82,96,72,73
3160,Student_2160,Male,10B,77,44,44,54,53
3161,Student_2161,Male,11A,68,75,88,81,78
3162,Student_2162,Male,12A,57,93,65,93,80
3163,Student_2163,Male,12B,95,62,72,48,79
3164,Student_2164,Female,12B,71,75,59,76,66
3165,Student_2165,Female,12B,47,100,99,95,39
3166,Student_2166,Male,11A,41,85,84,93,40
3167,Student_2167,Female,11B,76,96,58,42,41
3168,Student_2168,Male,11A,72,64,61,91,49
3169,Student_2169,Female,12B,86,74,84,56,54
3170,Student_2170,Female,12A,78,74,84,55,93
3171,Student_2171,Male,10B,98,96,49,62,38
3172,Student_2172,Female,10B,47,49,51,83,74
3173,Student_2173,Male,11A,62,37,63,57,99
3174,Student_2174,Female,12B,35,58,39,88,69
3175,Student_2175,Male,10A,77,75,45,57,78
3176,Student_2176,Male,11A,76,97,86,80,41
3177,Student_2177,Female,12B,84,82,68,62,56
3178,Student_2178,Female,11B,94,95,67,84,57
3179,Student_2179,Male,10B,35,82,83,97,99
3180,Student_2180,Female,10B,85,81,65,44,54
3181,Student_2181,Female,10B,50,90,52,71,66
3182,Student_2182,Male,10A,73,42,39,47,70
3183,Student_2183,Male,12B,49,52,64,64,52
3184,Student_2184,Female,12B,67,57,79,45,67
3185,Student_2185,Male,12B,87,99,72,35,43
3186,Student_2186,Male,12B,51,80,63,52,76
3187,Student_2187,Male,10A,40,100,70,45,38
3188,Student_2188,Female,12A,65,56,43,44,80
3189,Student_2189,Female,11A,74,99,57,82,58
3190,Student_2190,Male,11A,64,46,37,95,57
3191,Student_2191,Female,12B,41,53,90,44,89
3192,Student_2192,Male,11B,47,56,74,94,49
3193,Student_2193,Female,10B,38,89,90,56,85
3194,Student_2194,Male,10A,84,96,92,43,84
3195,Student_2195,Male,11B,37,85,65,49,81
3196,Student_2196,Female,11B,46,82,45,71,59
3197,Student_2197,Male,12B,99,51,76,78,73
3198,Student_2198,Female,10A,61,47,37,37,80
3199,Student_2199,Female,11A,84,62,91,44,47
3200,Student_2200,Male,10B,51,39,48,38,72
3201,Student_2201,Male,11A,66,94,80,90,70
3202,Student_2202,Female,11B,85,49,53,74,71
3203,Student_2203,Male,10B,51,78,94,67,76
3204,Student_2204,Male,12A,68,80,65,67,53
3205,Student_2205,Male,11B,69,63,70,94,71
3206,Student_2206,Male,11A,58,83,66,55,99
3207,Student_2207,Male,11A,88,77,97,79,73
3208,Student_2208,Female,12B,52,54,60,91,60
3209,Student_2209,Female,11A,84,52,99,74,76
3210,Student_2210,Male,10A,80,98,36,98,96
3211,Student_2211,Male,11B,82,83,79,44,87
3212,Student_2212,Male,10B,67,76,59,100,84
3213,Student_2213,Female,11A,61,46,74,99,63
3214,Student_2214,Male,12B,35,70,52,64,36
3215,Student_2215,Female,12B,93,42,46,69,52
3216,Student_2216,Female,11A,44,62,58,87,94
3217,Student_2217,Female,10A,59,94,77,73,48
3218,Student_2218,Male,12B,91,83,66,56,74
3219,Student_2219,Female,10B,100,72,81,51,98
3220,Student_2220,Male,11B,49,92,79,53,64
3221,Student_2221,Female,12A,62,39,69,94,63
3222,Student_2222,Male,10A,47,80,43,85,63
3223,Student_2223,Female,12B,48,36,44,82,53
3224,Student_2224,Male,11B,100,59,99,91,92
3225,Student_2225,Female,12A,68,35,93,44,74
3226,Student_2226,Male,11A,59,74,91,66,43
3227,Student_2227,Male,11A,88,50,44,62,65
3228,Student_2228,Male,10B,46,88,53,38,49
3229,Student_2229,Male,12A,43,97,84,95,68
3230,Student_2230,Female,11A,65,52,39,46,96
3231,Student_2231,Female,11A,87,51,63,49,91
3232,Student_2232,Male,12B,77,38,39,63,55
3233,Student_2233,Female,10B,72,43,94,47,88
3234,Student_2234,Male,11B,76,65,99,72,71
3235,Student_2235,Male,11A,82,39,62,92,74
3236,Student_2236,Female,10A,100,50,35,69,54
3237,Student_2237,Male,10A,50,76,63,74,52
3238,Student_2238,Male,11B,50,75,85,39,78
3239,Student_2239,Female,12A,65,64,70,36,90
3240,Student_2240,Male,10B,92,60,66,64,51
3241,Student_2241,Male,12B,62,83,98,44,76
3242,Student_2242,Male,10A,38,65,48,72,62
3243,Student_2243,Male,10A,44,84,66,93,55
3244,Student_2244,Female,11B,85,49,43,69,71
3245,Student_2245,Female,12A,52,86,45,46,57
3246,Student_2246,Female,12A,81,72,82,76,82
3247,Student_2247,Male,11B,66,72,85,83,93
3248,Student_2248,Male,10A,64,94,38,67,86
3249,Student_2249,Female,10B,70,54,75,47,51
3250,Student_2250,Male,10A,43,78,59,54,72
3251,Student_2251,Male,12A,70,97,51,67,35
3252,Student_2252,Male,12B,63,84,81,68,67
3253,Student_2253,Male,10A,50,56,42,84,78
3254,Student_2254,Female,10B,55,88,92,84,54
3255,Student_2255,Female,11A,98,43,35,43,81
3256,Student_2256,Female,10A,100,49,36,41,76
3257,Student_2257,Male,11B,93,82,44,43,60
3258,Student_2258,Female,11A,62,54,61,60,83
3259,Student_2259,Female,11B,89,69,47,36,52
3260,Student_2260,Male,11B,65,94,97,39,43
3261,Student_2261,Male,11B,67,68,45,100,100
3262,Student_2262,Female,10A,94,88,48,44,94
3263,Student_2263,Female,12A,75,46,60,65,71
3264,Student_2264,Female,11A,80,53,73,67,81
3265,Student_2265,Female,10B,83,60,62,40,63
3266,Student_2266,Male,12A,99,57,51,48,97
3267,Student_2267,Female,10A,76,67,71,49,49
3268,Student_2268,Female,11B,57,91,61,77,43
3269,Student_2269,Male,10B,61,64,81,54,100
3270,Student_2270,Female,11A,66,57,68,55,35
3271,Student_2271,Male,12A,37,70,52,98,43
3272,Student_2272,Male,12B,94,77,69,63,91
3273,Student_2273,Male,12A,51,100,52,93,90
3274,Student_2274,Female,10B,66,87,68,98,54
3275,Student_2275,Female,10A,41,94,67,78,36
3276,Student_2276,Male,11A,92,71,77,68,35
3277,Student_2277,Female,10B,74,95,61,81,88
3278,Student_2278,Female,11B,82,87,82,43,53
3279,Student_2279,Male,11A,85,46,56,94,52
3280,Student_2280,Male,12A,91,69,68,64,58
3281,Student_2281,Female,10B,71,72,77,51,86
3282,Student_2282,Male,12A,89,58,50,86,54
3283,Student_2283,Female,12A,75,74,48,93,45
3284,Student_2284,Female,12A,54,99,73,38,94
3285,Student_2285,Female,10A,67,91,46,74,50
3286,Student_2286,Female,12A,74,79,89,41,47
3287,Student_2287,Male,11B,68,47,40,72,87
3288,Student_2288,Male,11B,96,40,74,66,40
3289,Student_2289,Male,11A,53,81,47,90,59
3290,Student_2290,Male,12B,77,78,58,54,97
3291,Student_2291,Female,12A,97,66,93,98,81
3292,Student_2292,Female,12A,44,37,80,51,49
3293,Student_2293,Male,10B,47,88,78,50,88
3294,Student_2294,Female,10A,39,72,45,45,77
3295,Student_2295,Female,12B,92,38,95,47,48
3296,Student_2296,Female,11A,93,51,70,52,68
3297,Student_2297,Male,12B,93,71,44,48,36
3298,Student_2298,Male,12A,49,70,35,68,54
3299,Student_2299,Male,10B,35,92,97,60,50
3300,Student_2300,Female,10A,72,75,46,76,64
3301,Student_2301,Male,11A,87,42,39,95,85
3302,Student_2302,Male,12B,86,64,70,73,37
3303,Student_2303,Male,11A,35,86,51,36,85
3304,Student_2304,Male,12A,45,59,92,91,80
3305,Student_2305,Male,11A,92,86,56,84,74
3306,Student_2306,Male,10B,74,93,65,50,63
3307,Student_2307,Female,11A,94,64,60,96,57
3308,Student_2308,Female,11B,78,38,47,45,51
3309,Student_2309,Male,10B,40,91,97,97,100
3310,Student_2310,Male,12B,62,97,97,64,57
3311,Student_2311,Female,10A,65,66,45,88,57
3312,Student_2312,Female,10A,42,85,98,61,41
3313,Student_2313,Male,12A,39,97,66,98,77
3314,Student_2314,Male,12A,88,35,44,43,96
3315,Student_2315,Male,11B,51,53,88,36,68
3316,Student_2316,Male,12B,72,69,89,83,85
3317,Student_2317,Female,10A,43,97,96,82,78
3318,Student_2318,Male,10A,48,60,89,89,89
3319,Student_2319,Male,10A,60,47,69,65,100
3320,Student_2320,Male,10A,96,57,99,60,92
3321,Student_2321,Male,11A,59,69,51,100,77
3322,Student_2322,Female,12B,70,46,76,64,95
3323,Student_2323,Female,10B,67,43,93,35,72
3324,Student_2324,Female,10B,37,78,45,56,62
3325,Student_2325,Male,11B,45,95,62,88,91
3326,Student_2326,Male,11A,92,55,73,48,75
3327,Student_2327,Female,10A,98,41,88,48,84
3328,Student_2328,Male,10A,52,45,45,53,95
3329,Student_2329,Male,12A,81,79,92,60,97
3330,Student_2330,Female,12A,78,66,74,93,60
3331,Student_2331,Female,11B,93,70,38,56,60
3332,Student_2332,Female,10A,84,71,98,40,57
3333,Student_2333,Female,11B,63,75,82,97,86
3334,Student_2334,Male,11A,36,83,65,88,38
3335,Student_2335,Male,10B,59,49,36,53,35
3336,Student_2336,Female,10A,53,47,77,44,40
3337,Student_2337,Male,12B,74,87,75,71,90
3338,Student_2338,Female,11A,36,67,94,51,63
3339,Student_2339,Female,10A,99,66,80,89,37
3340,Student_2340,Male,12B,96,82,74,39,76
3341,Student_2341,Female,12A,88,91,93,55,43
3342,Student_2342,Male,11B,79,96,79,73,93
3343,Student_2343,Male,12A,83,36,76,54,72
3344,Student_2344,Male,10B,72,50,55,49,76
3345,Student_2345,Male,12A,38,42,37,87,84
3346,Student_2346,Female,10A,51,53,100,67,48
3347,Student_2347,Male,12B,87,66,45,78,79
3348,Student_2348,Female,12A,87,66,58,100,67
3349,Student_2349,Female,10A,65,59,84,84,54
3350,Student_2350,Female,10B,56,87,55,66,68
3351,Student_2351,Female,12B,45,59,59,89,73
3352,Student_2352,Male,12A,68,67,38,62,77
3353,Student_2353,Male,11B,49,65,77,37,73
3354,Student_2354,Female,11B,44,70,81,87,78
3355,Student_2355,Female,12B,87,83,57,76,35
3356,Student_2356,Male,11B,82,78,94,36,84
3357,Student_2357,Female,12A,65,82,55,56,96
3358,Student_2358,Male,12A,71,64,100,59,37
3359,Student_2359,Female,12B,62,47,85,66,42
3360,Student_2360,Male,12A,65,77,49,41,82
3361,Student_2361,Female,10A,48,50,92,96,75
3362,Student_2362,Female,10B,50,60,60,65,70
3363,Student_2363,Male,11B,59,81,93,97,91
3364,Student_2364,Female,10A,73,71,79,71,77
3365,Student_2365,Female,12B,100,37,100,43,62
3366,Student_2366,Male,11B,72,60,69,80,93
3367,Student_2367,Female,10A,75,49,98,68,63
3368,Student_2368,Male,12A,74,100,61,94,72
3369,Student_2369,Male,12B,98,62,65,47,68
3370,Student_2370,Female,12B,50,72,46,70,99
3371,Student_2371,Female,11B,93,78,79,82,54
3372,Student_2372,Female,12A,45,87,66,40,60
3373,Student_2373,Female,11B,35,38,88,39,61
3374,Student_2374,Female,11A,47,78,100,99,57
3375,Student_2375,Female,10A,64,80,66,84,56
3376,Student_2376,Female,11A,52,60,49,58,81
3377,Student_2377,Male,10A,47,47,89,41,100
3378,Student_2378,Female,10B,66,78,75,92,49
3379,Student_2379,Male,12B,84,87,74,55,78
3380,Student_2380,Female,11B,65,85,83,67,85
3381,Student_2381,Female,10B,85,47,72,78,99
3382,Student_2382,Male,10B,61,75,90,59,59
3383,Student_2383,Female,12B,94,45,68,49,95
3384,Student_2384,Female,12B,67,71,35,63,51
3385,Student_2385,Male,10A,87,94,44,86,86
3386,Student_2386,Female,11A,67,66,74,51,92
3387,Student_2387,Female,12A,75,79,50,70,91
3388,Student_2388,Female,10A,53,52,80,69,72
3389,Student_2389,Male,12A,75,54,58,74,71
3390,Student_2390,Female,10B,76,78,48,57,68
3391,Student_2391,Female,12A,57,70,73,68,69
3392,Student_2392,Female,11A,67,71,52,92,94
3393,Student_2393,Female,10A,54,67,75,95,73
3394,Student_2394,Male,12B,59,53,90,62,80
3395,Student_2395,Male,11A,86,85,70,94,50
3396,Student_2396,Female,11A,46,66,58,66,65
3397,Student_2397,Female,10A,66,56,63,92,48
3398,Student_2398,Male,12B,67,35,56,78,81
3399,Student_2399,Male,11A,49,88,45,68,66
3400,Student_2400,Female,12B,85,54,75,55,51
3401,Student_2401,Male,11B,40,92,83,35,90
3402,Student_2402,Female,11B,69,69,45,89,70
3403,Student_2403,Male,11B,68,95,86,83,76
3404,Student_2404,Male,12A,97,97,42,55,53
3405,Student_2405,Male,11A,52,95,65,89,41
3406,Student_2406,Male,10A,60,91,40,61,89
3407,Student_2407,Female,10A,95,37,47,54,64
3408,Student_2408,Male,12A,82,79,40,50,63
3409,Student_2409,Male,10A,65,49,61,82,68
3410,Student_2410,Female,11B,68,51,79,66,68
3411,Student_2411,Male,11A,41,49,60,66,36
3412,Student_2412,Male,10A,41,39,38,87,61
3413,Student_2413,Female,10A,81,80,71,87,81
3414,Student_2414,Male,10B,42,45,55,36,91
3415,Student_2415,Female,10B,35,98,62,91,51
3416,Student_2416,Female,10B,37,48,66,56,60
3417,Student_2417,Female,11A,87,73,87,86,44
3418,Student_2418,Female,11B,72,89,67,92,73
3419,Student_2419,Male,12B,85,76,60,68,43
3420,Student_2420,Female,11B,49,39,51,51,59
3421,Student_2421,Male,11B,98,86,90,57,54
3422,Student_2422,Male,11A,39,56,64,67,49
3423,Student_2423,Male,11A,44,78,39,63,45
3424,Student_2424,Male,10B,42,93,40,53,50
3425,Student_2425,Male,10A,46,59,96,71,56
3426,Student_2426,Male,12A,98,55,44,60,96
3427,Student_2427,Male,12A,93,98,44,58,58
3428,Student_2428,Male,12B,84,81,78,88,70
3429,Student_2429,Male,10A,57,69,90,55,52
3430,Student_2430,Male,12B,74,41,38,44,54
3431,Student_2431,Female,10B,52,90,47,76,42
3432,Student_2432,Female,12B,55,86,53,63,49
3433,Student_2433,Female,10A,35,80,96,91,81
3434,Student_2434,Male,10A,72,43,43,69,58
3435,Student_2435,Female,12A,75,92,80,62,81
3436,Student_2436,Female,10B,76,57,90,46,52
3437,Student_2437,Female,11A,43,37,74,92,66
3438,Student_2438,Male,12B,57,95,96,78,76
3439,Student_2439,Male,12A,45,43,80,41,71
3440,Student_2440,Male,12B,65,87,40,50,67
3441,Student_2441,Male,12B,60,83,63,69,35
3442,Student_2442,Female,11A,64,82,53,41,61
3443,Student_2443,Female,10B,68,41,49,48,51
3444,Student_2444,Female,10A,80,65,91,93,80
3445,Student_2445,Female,11B,39,90,72,96,68
3446,Student_2446,Male,12B,95,95,55,100,37
3447,Student_2447,Male,11B,72,39,85,56,90
3448,Student_2448,Male,10B,62,64,73,50,46
3449,Student_2449,Female,11B,60,56,54,77,60
3450,Student_2450,Male,12B,95,51,36,54,58
3451,Student_2451,Male,11A,57,44,66,44,94
3452,Student_2452,Female,11B,80,76,38,53,92
3453,Student_2453,Female,10B,64,61,41,46,97
3454,Student_2454,Male,10B,67,41,37,44,42
3455,Student_2455,Male,11A,37,57,59,90,60
3456,Student_2456,Male,11B,76,42,43,45,92
3457,Student_2457,Male,11B,96,42,60,95,72
3458,Student_2458,Male,10A,92,39,98,72,83
3459,Student_2459,Male,12A,91,36,52,51,77
3460,Student_2460,Female,10B,35,85,36,88,93
3461,Student_2461,Female,10A,94,100,35,79,55
3462,Student_2462,Female,10B,93,46,82,59,47
3463,Student_2463,Male,10A,80,81,97,65,37
3464,Student_2464,Female,12A,68,89,70,99,66
3465,Student_2465,Male,10A,59,60,97,73,55
3466,Student_2466,Male,10B,76,79,60,54,48
3467,Student_2467,Female,11B,63,96,40,77,42
3468,Student_2468,Male,10B,59,36,60,100,41
3469,Student_2469,Male,12B,88,60,77,35,93
3470,Student_2470,Female,11A,49,48,35,89,36
3471,Student_2471,Female,11A,38,91,43,85,78
3472,Student_2472,Female,12B,72,66,61,39,100
3473,Student_2473,Male,11A,54,96,37,46,52
3474,Student_2474,Female,11A,57,64,95,48,50
3475,Student_2475,Female,12A,71,47,36,94,46
3476,Student_2476,Male,11B,96,74,65,74,94
